      NX,     NY,  FirstLon,  FirstLat,    DLon,    DLat, Bathy(NX, NY) m
     512     359    0.35156  -78.04688 0.703125 0.468750
  2518.45  2510.09  2502.70  2488.89  2480.40  2476.13  2470.45  2465.29  2452.83  2437.02
  2426.97  2418.08  2399.33  2380.47  2362.02  2339.85  2321.29  2290.96  2248.05  2217.46
  2178.50  2131.12  2105.83  2158.30  2283.32  2152.88  1929.61  1910.20  1778.02  1523.16
  1840.20  1862.53   777.79   385.54    41.20    63.82   101.38    81.20    84.03    28.48
    33.38    37.37    44.62    47.82    47.36    46.49    46.57    46.68    46.22    44.37
    42.67    42.30    44.15  -737.12  -710.60  -746.80  -713.57  -696.22  -678.69  -605.57
  -599.98  -600.00  -599.74  -596.02  -594.89  -585.59  -586.23  -586.94  -585.83  -580.68
  -554.37  -560.09  -542.70  -532.98  -522.04  -503.81  -505.73  -551.45  -592.32  -610.40
  -629.31     5.83     9.62    15.07    24.96    28.56    30.83    85.24   264.03   321.52
   439.83   445.37   410.63   546.16   657.66   747.76   752.61   710.65   637.43   630.77
   646.13   754.73   801.28   848.39   858.88   765.84   857.37   988.57  1016.77  1030.69
  1023.15  1031.00  1056.97  1102.51  1148.47  1202.73  1266.15  1311.23  1369.10  1416.25
  1467.27  1514.84  1556.16  1588.21  1614.13  1633.03  1663.63  1690.42  1710.30  1723.74
  1731.56  1727.95  1731.93  1746.80  1751.94  1748.68  1743.70  1747.03  1750.85  1745.77
  1744.71  1751.37  1760.78  1764.96  1756.55  1737.33  1708.52  1678.22  1645.60  1609.35
  1576.49  1545.97  1525.43  1492.47  1467.97  1462.31  1451.75  1451.94  1466.73  1479.93
  1490.04  1507.42  1515.13  1515.52  1499.79  1509.25  1537.44  1555.93  1575.78  1585.01
  1602.51  1616.11  1636.37  1648.38  1649.05  1624.92  1611.93  1606.09  1605.30  1599.63
  1606.90  1627.66  1649.39  1661.28  1694.84  1762.18  1904.49  2035.65  2089.92  2290.87
  1439.05   475.15   250.34   340.10   438.32   509.80   391.81   273.20   197.09   160.07
   152.70   157.29   162.72   188.96   242.64   263.36   206.90   123.93    90.90    87.64
    84.12    83.15    82.46    81.21    79.52    76.94    72.50    67.05    63.01    61.03
    59.48    57.67    56.88    56.14    56.20    56.40    56.03    55.56    55.31    55.33
    55.62    56.04    56.26    56.55    57.30    58.18    59.11    60.20    61.70    61.94
    58.02    52.38   125.29   267.70   413.75   506.16   554.29  -142.32  -253.65    44.09
    12.27    16.63    19.18    19.74    19.94    17.47    15.10     8.87     5.83     3.17
    17.72   331.29   611.67   816.26  1028.65  1049.54  1004.89   971.52   932.47   896.53
   878.50   872.62   876.36   900.72   939.91   978.19  1018.62  1063.13  1114.19  1157.10
  1223.19  1335.23  1424.18  1504.44  1564.98  1612.34  1650.57  1678.65  1702.81  1729.43
  1755.35  1774.63  1797.69  1829.84  1872.41  1909.06  1940.93  1965.01  1998.33  2033.23
  2076.73  2131.22  2168.38  2211.92  2242.05  2280.32  2324.27  2356.09  2386.74  2415.28
  2464.57  2504.06
  2574.71  2610.22  2653.44  2681.58  2706.48  2740.84  2776.71  2806.27  2839.47  2877.83
  2911.30  2950.25  2984.79  3015.65  3045.81  3075.27  3098.17  3126.93  3155.87  3182.52
  3206.78  3229.86  3254.08  3278.23  3296.42  3308.50  3324.59  3345.28  3362.93  3387.43
  3402.57  3419.57  3436.62  3456.77  3473.87  3494.95  3505.40  3517.82  3538.30  3560.49
  3573.58  3587.94  3615.59  3635.90  3641.36  3647.36  3662.26  3672.38  3687.92  3704.12
  3716.39  3727.37  3741.09  3753.02  3762.77  3770.19  3772.64  3767.74  3757.93  3744.01
  3723.86  3705.95  3685.60  3665.68  3643.44  3620.28  3596.50  3575.85  3560.42  3540.11
  3519.54  3501.85  3476.49  3452.79  3430.89  3401.65  3372.09  3347.88  3322.69  3295.90
  3257.93  3211.77  3163.80  3129.62  3102.60  3084.63  3064.53  3057.47  3044.96  3037.04
  3024.10  3025.66  3026.43  3037.84  3060.15  3066.26  3059.75  3056.68  3051.46  3044.19
  3034.47  3021.49  3012.39  3017.04  3006.77  3000.69  2997.42  3004.87  3027.54  3050.02
  3083.68  3113.24  3154.97  3200.55  3233.81  3270.87  3318.35  3363.75  3408.72  3442.20
  3475.94  3508.13  3543.38  3577.65  3605.81  3627.93  3639.70  3663.40  3684.69  3681.15
  3708.50  3730.00  3752.05  3765.73  3775.46  3774.47  3762.67  3746.68  3729.67  3713.24
  3694.13  3676.54  3658.51  3639.15  3618.90  3594.48  3567.82  3546.64  3527.94  3524.69
  3524.62  3526.29  3518.63  3489.07  3473.21  3452.36  3432.31  3414.22  3393.07  3374.01
  3351.05  3330.27  3310.87  3292.09  3276.74  3259.98  3239.90  3226.21  3211.75  3198.86
  3177.51  3164.16  3145.51  3131.59  3116.37  3106.09  3099.58  3094.12  3087.95  3079.93
  3061.89  3038.40  2999.85  2962.88  2938.38  2908.44  2880.23  2838.37  2809.62  2776.43
  2739.98  2714.43  2693.25  2671.47  2653.17  2640.85  2624.61  2609.55  2594.07  2582.17
  2557.25  2539.86  2529.36  2521.57  2509.86  2501.38  2489.19  2483.73  2475.74  2466.16
  2460.82  2452.89  2437.03  2430.45  2415.88  2391.10  2371.50  2357.39  2345.95  2341.71
  2332.68  2307.48  2301.89  2312.13  2321.25  2296.56  2229.31  2101.40  1552.89  1057.79
  1045.56   800.76   386.42  -215.79  -369.11  -707.84  -467.97   944.00   581.63   848.46
   319.11    24.14    32.09    40.78    43.75    42.90    41.97    41.11  -610.14  -605.95
  -588.73  -602.76  -643.58  -642.21  -638.80  -692.94  -659.51  -626.22  -659.26  -624.76
  -621.61  -625.10  -602.37  -594.60  -598.46  -583.91  -587.17  -587.72  -590.13  -567.84
  -527.67  -504.30  -481.59  -469.05  -457.88  -429.38  -452.28  -520.45  -571.61  -564.26
  -597.84  -638.23  -619.14  -531.19  -400.85  -388.02    12.10   154.56   444.62   614.34
   732.40   758.59   673.47   619.85   424.37   384.95   339.43   196.92    93.92   114.12
   136.61   270.84   352.83   453.84   347.41   369.38   604.43   757.94   944.62  1059.60
  1140.45  1198.63  1244.14  1297.56  1356.30  1425.44  1499.06  1550.35  1605.90  1671.56
  1746.82  1787.73  1814.55  1828.23  1827.90  1841.05  1860.65  1863.65  1885.16  1892.51
  1883.51  1876.95  1882.15  1888.62  1906.20  1919.24  1927.16  1923.36  1909.85  1900.36
  1874.78  1842.78  1796.51  1752.04  1715.67  1684.78  1642.22  1614.21  1581.63  1544.09
  1507.74  1468.06  1431.81  1394.30  1372.68  1359.24  1354.45  1343.61  1333.61  1336.79
  1336.20  1335.51  1333.60  1332.41  1349.06  1357.17  1370.44  1399.19  1425.76  1446.19
  1468.12  1495.57  1525.42  1548.61  1565.60  1553.09  1551.38  1552.72  1538.81  1524.07
  1513.43  1510.36  1509.58  1508.29  1491.33  1503.18  1517.46  1510.54  1564.72  1660.39
   912.45   628.85   591.88   543.97   447.10   322.47   306.97   446.20   532.06   543.41
   515.58   472.81   397.13   311.20   294.74   274.16   196.31   149.67    77.27    79.83
    80.03    79.89    80.21    80.20    78.36    75.11    71.57    69.38    68.54    67.45
    65.49    63.06    60.77    59.53    58.93    58.21    57.09    55.95    55.02    54.64
    53.88    53.21    52.89    52.61    52.55    53.01    53.59    54.29    54.59    53.82
    51.89    46.14    32.94    15.34  -166.94  -181.74  -202.95  -234.38  -293.16  -340.60
  -462.02  -546.65  -616.73  -722.68  -783.45  -853.84  -926.82  -987.91  -991.06 -1027.83
  -875.67  -510.03  -360.36   482.17   651.44   806.52   925.51  1034.49  1098.80  1155.38
  1197.05  1214.17  1238.15  1263.60  1283.49  1300.84  1316.01  1333.60  1349.49  1363.85
  1387.01  1419.67  1467.54  1544.65  1633.47  1690.34  1733.52  1770.83  1790.70  1808.75
  1830.26  1850.50  1877.99  1923.38  1967.51  1987.92  2004.84  2029.06  2054.70  2084.50
  2115.74  2158.51  2195.36  2232.46  2279.32  2320.73  2363.64  2405.38  2426.88  2465.73
  2504.26  2529.78
  2640.79  2674.24  2702.90  2740.55  2781.26  2813.33  2844.00  2878.45  2911.96  2951.89
  2991.56  3023.44  3050.01  3076.02  3102.78  3133.02  3161.45  3191.52  3221.08  3235.00
  3252.05  3272.49  3306.14  3320.78  3338.05  3357.43  3378.47  3396.38  3419.07  3437.13
  3456.67  3474.75  3493.79  3512.08  3526.71  3541.72  3556.67  3573.09  3592.41  3616.29
  3637.15  3661.30  3674.32  3682.00  3693.72  3702.95  3711.54  3721.32  3730.10  3739.42
  3747.57  3756.21  3765.26  3771.61  3775.57  3777.64  3773.42  3767.83  3754.53  3739.10
  3720.18  3698.31  3680.79  3661.24  3639.44  3612.62  3588.39  3565.05  3541.70  3520.89
  3490.14  3472.62  3440.33  3413.44  3381.49  3356.28  3322.85  3292.82  3257.42  3225.24
  3184.99  3155.06  3102.48  3054.65  3010.28  2969.11  2932.03  2906.67  2872.26  2839.97
  2826.84  2828.15  2836.82  2841.39  2834.65  2830.78  2837.77  2841.87  2832.00  2837.95
  2831.83  2819.43  2814.55  2837.09  2859.85  2866.38  2877.93  2899.01  2924.16  2939.10
  2969.71  3007.57  3074.08  3127.65  3172.03  3232.61  3276.67  3325.57  3367.28  3404.11
  3436.32  3466.78  3504.90  3539.04  3571.84  3597.37  3613.90  3647.07  3669.08  3667.17
  3696.71  3720.61  3740.40  3756.32  3766.36  3766.97  3756.65  3739.33  3719.27  3695.05
  3670.74  3651.85  3632.93  3610.46  3588.09  3566.47  3544.83  3534.99  3529.46  3530.53
  3531.51  3527.44  3503.18  3487.59  3470.10  3447.05  3429.10  3410.77  3390.62  3370.25
  3354.60  3334.53  3317.71  3301.30  3284.32  3268.05  3251.84  3234.97  3221.83  3215.78
  3192.68  3176.44  3161.45  3146.36  3137.40  3127.56  3122.26  3116.36  3111.92  3105.41
  3100.26  3070.13  3030.23  3000.52  2968.40  2935.12  2910.74  2880.79  2846.62  2815.32
  2786.18  2759.94  2739.85  2717.63  2693.43  2675.43  2658.27  2645.82  2634.14  2613.78
  2601.47  2584.84  2561.58  2542.23  2528.80  2519.29  2516.72  2506.25  2499.21  2489.18
  2482.63  2473.69  2463.78  2452.65  2442.67  2431.69  2417.94  2406.01  2393.07  2381.14
  2367.36  2342.74  2312.48  2250.81  2249.43  2199.04  2064.16  1915.56  1554.14  1083.81
   795.71   542.20  -391.50  -367.43  -527.88  -722.80  -718.00  -575.11  -640.89  -795.31
  -857.40  -808.60  -798.47  -800.70  -760.63  -674.87  -598.15  -525.21  -475.31  -438.06
  -409.47  -410.58  -511.07  -541.73  -524.03  -604.06  -609.07  -610.95  -626.67  -601.91
  -609.39  -619.93  -587.58  -574.37  -573.85  -585.09  -579.32  -558.18  -523.12  -480.54
  -443.89  -459.36  -431.35  -420.53  -441.89  -443.98  -415.41  -479.52  -519.65  -577.30
  -574.59  -558.32  -545.38  -526.61  -476.79  -528.36  -365.54    52.81    73.84   195.48
   347.52   480.19   280.65   166.75 -1132.80 -1045.07    31.70    72.06   115.24    61.88
   147.15    95.93    75.40    79.54   115.13   346.29   618.68   798.14   948.66  1177.14
  1319.11  1463.31  1505.55  1529.38  1608.44  1656.19  1708.49  1771.55  1841.40  1896.83
  1967.56  2015.65  2026.28  2019.49  2011.41  2008.90  2018.43  2045.33  2061.28  2107.81
  2106.63  2196.29  2253.94  2095.39  2123.54  2111.57  2098.31  2087.16  2055.38  2015.51
  1963.98  1911.37  1842.86  1776.41  1734.00  1712.06  1603.13  1529.70  1472.39  1427.68
  1374.10  1331.68  1297.95  1275.29  1248.42  1247.50  1248.62  1245.32  1244.38  1250.70
  1258.18  1265.10  1277.44  1291.77  1305.32  1316.90  1333.49  1362.76  1387.96  1407.45
  1421.96  1434.51  1436.50  1434.38  1435.17  1436.10  1455.29  1456.42  1446.87  1440.84
  1431.65  1413.32  1395.23  1367.89  1329.70  1302.41  1279.26  1213.96  1145.32  1023.29
   869.08   810.94   767.37   758.89   765.74   695.12   830.99  1037.82  1107.46  1049.38
   895.23   636.54   297.57   123.01   109.28   109.93   108.08   103.59    98.81    95.49
    92.44    89.45    86.75    84.50    82.80    80.42    76.82    72.78    69.51    67.37
    66.20    65.63    64.67    63.95    62.51    60.61    59.37    57.91    56.94    56.16
    54.67    53.30    52.07    50.18    48.47    46.61    44.07    44.57    46.03    46.31
  -269.97  -239.31  -219.16  -210.82  -239.82  -252.51  -245.78  -264.82  -290.94  -324.17
  -394.96  -442.75  -509.38  -568.94  -597.22  -643.05  -741.08  -900.46 -1012.05 -1083.28
 -1039.41  -873.13  -651.95  -481.54  -387.91  -300.44   259.95   539.78   806.46   972.01
  1071.85  1163.14  1241.62  1313.85  1385.26  1447.55  1486.20  1494.87  1501.07  1525.44
  1561.17  1597.70  1630.58  1666.53  1705.69  1739.20  1776.34  1801.94  1817.85  1839.29
  1866.31  1896.16  1947.68  2003.25  2054.52  2124.86  2150.55  2152.58  2167.59  2191.65
  2220.07  2252.14  2285.80  2317.91  2353.87  2388.78  2429.16  2463.91  2490.33  2533.39
  2567.49  2591.72
  2697.48  2729.73  2768.57  2817.30  2856.27  2895.49  2928.82  2964.81  2996.79  3031.45
  3062.25  3092.93  3116.63  3145.08  3169.14  3200.48  3227.59  3243.81  3257.61  3274.47
  3303.11  3324.91  3343.42  3367.86  3390.44  3409.06  3421.26  3438.67  3457.72  3474.92
  3499.46  3518.38  3534.22  3552.21  3569.29  3584.41  3606.10  3622.36  3641.60  3657.72
  3673.77  3689.44  3699.84  3707.84  3712.18  3713.38  3714.52  3715.64  3720.26  3725.32
  3729.84  3733.67  3737.43  3742.55  3744.84  3745.40  3742.68  3734.81  3725.72  3715.87
  3695.86  3677.92  3665.98  3649.86  3623.89  3595.87  3575.19  3547.35  3528.08  3503.77
  3463.54  3432.01  3408.45  3378.78  3350.71  3318.38  3280.43  3228.72  3192.45  3156.61
  3115.43  3086.25  3044.74  3002.48  2965.66  2890.99  2811.37  2757.51  2713.11  2675.80
  2653.77  2629.78  2624.25  2620.73  2610.96  2598.77  2589.60  2591.45  2580.40  2577.12
  2591.62  2599.47  2626.33  2669.80  2718.44  2724.56  2761.94  2807.71  2838.00  2863.60
  2897.79  2936.76  3002.29  3066.60  3133.57  3192.39  3237.00  3280.53  3328.01  3369.00
  3409.04  3437.90  3477.72  3500.31  3534.07  3564.69  3586.46  3606.01  3635.73  3662.44
  3690.45  3714.01  3733.29  3747.55  3759.38  3757.27  3745.26  3731.39  3709.80  3683.06
  3662.95  3636.96  3607.67  3579.04  3553.45  3538.23  3539.90  3536.79  3534.18  3528.69
  3527.76  3504.61  3480.84  3459.31  3436.65  3420.44  3396.85  3378.62  3362.60  3347.33
  3334.80  3321.76  3307.04  3294.54  3282.23  3270.31  3257.16  3246.98  3234.85  3222.39
  3207.67  3192.70  3179.58  3166.85  3159.57  3155.19  3151.05  3148.65  3141.02  3136.98
  3124.70  3098.24  3074.00  3037.27  3009.37  2971.69  2945.47  2917.82  2887.50  2857.46
  2832.83  2808.01  2788.84  2774.31  2743.80  2713.84  2696.88  2682.70  2664.03  2650.58
  2631.18  2611.46  2593.04  2575.64  2559.64  2546.36  2538.73  2529.16  2515.90  2505.65
  2495.24  2486.60  2474.87  2462.08  2449.04  2433.79  2413.23  2383.94  2352.85  2322.80
  2278.66  2219.65  2166.88  2118.26  2084.36  2026.35  1933.41  1765.84  1553.63  1131.38
   839.17   122.16  -386.82  -585.16  -690.33  -633.01  -651.76  -669.53  -767.70  -777.90
  -760.30  -761.72  -774.08  -754.04  -717.19  -647.79  -568.88  -472.58  -435.96  -455.31
  -450.94  -430.11  -414.12  -422.03  -391.39  -410.54  -569.68  -592.01  -580.34  -562.61
  -562.24  -559.13  -533.00  -531.05  -521.94  -507.17  -497.60  -475.31  -420.20  -441.83
  -458.60  -497.68  -441.23  -426.21  -445.27  -431.63  -441.61  -468.43  -532.11  -571.08
  -537.18  -579.03  -619.21  -576.89  -593.29  -563.26  -588.77  -665.52  -719.07 -1097.38
  -896.21  -605.88  -568.57  -586.34  -587.65  -409.46  -493.32   140.47    31.06    49.56
    79.95    56.19    77.53   152.23   280.72   517.13   746.49   952.33  1181.98  1384.69
  1576.35  1672.25  1731.66  1790.23  1831.21  1877.99  1930.49  1979.32  2030.14  2090.14
  2141.04  2172.46  2175.63  2169.24  2152.85  2151.39  2174.02  2190.74  2206.48  2231.37
  2204.71  2172.24  2287.08  2368.20  2305.15  2283.19  2230.26  2187.46  2113.06  2033.57
  1961.80  1906.06  1860.80  1807.90  1937.47  1564.93  1511.91  1457.96  1398.13  1353.38
  1317.81  1304.11  1290.07  1255.79  1221.68  1198.24  1175.05  1148.67  1137.46  1137.57
  1144.81  1158.14  1174.55  1194.80  1208.86  1224.78  1262.56  1287.36  1281.32  1257.12
  1242.68  1235.58  1209.25  1181.95  1176.76  1199.90  1225.30  1260.02  1280.69  1301.33
  1316.97  1320.41  1310.49  1308.23  1279.74  1241.95  1185.24  1128.49  1069.21  1001.07
   960.28   944.45   927.56   905.02   922.58   932.12   977.88  1046.13  1068.68   859.79
   582.27   265.63   148.00   138.26   124.95   139.55   167.97   177.73   183.56   222.98
   251.37   192.05    71.29    75.82    78.15    78.12    78.01    77.48    75.79    73.52
    71.04    68.73    66.63    64.87    63.01    60.99    59.63    58.52    57.01    56.14
    54.94    54.48    53.22    50.19    43.61  -402.58  -402.21  -372.71  -339.99  -326.77
  -314.55  -292.61  -275.31  -266.69  -256.56  -251.97  -250.06  -255.17  -276.19  -303.98
  -332.45  -358.00  -383.39  -436.32  -489.61  -536.36  -629.14  -769.83  -861.64  -931.59
  -967.25  -977.96  -899.98  -896.19  -734.68  -558.17  -433.26  -355.35  -270.93   449.21
   631.14   838.16   954.21  1036.95  1119.66  1199.93  1290.81  1376.73  1438.77  1486.00
  1522.30  1550.49  1572.51  1591.62  1607.36  1627.90  1647.48  1677.75  1723.71  1781.66
  1847.51  1907.47  1974.87  2039.77  2103.06  2152.76  2190.67  2226.72  2267.48  2291.44
  2316.74  2345.47  2372.19  2398.55  2432.66  2466.12  2498.48  2530.48  2565.13  2597.77
  2627.54  2649.75
  2761.52  2802.95  2842.58  2870.15  2910.43  2949.08  2982.24  3027.73  3052.14  3092.09
  3124.89  3145.86  3175.16  3196.80  3223.63  3246.28  3275.92  3293.97  3310.78  3331.11
  3354.39  3374.26  3394.29  3415.54  3439.67  3453.20  3465.56  3484.86  3502.13  3521.23
  3538.11  3556.35  3572.97  3590.96  3606.87  3620.26  3633.10  3642.77  3650.41  3657.32
  3661.43  3661.44  3661.45  3660.38  3659.08  3656.81  3654.43  3654.06  3654.53  3661.87
  3670.60  3680.95  3690.17  3692.82  3695.53  3694.24  3690.97  3691.04  3688.67  3680.93
  3667.40  3648.87  3635.18  3618.50  3598.27  3574.05  3550.90  3526.31  3506.04  3472.51
  3438.92  3405.03  3366.09  3330.81  3293.89  3249.57  3206.38  3157.16  3106.99  3070.48
  3019.71  2981.20  2934.94  2898.22  2851.96  2782.39  2710.20  2610.95  2560.76  2514.71
  2482.99  2446.39  2423.68  2400.20  2385.33  2366.91  2352.81  2352.11  2359.99  2385.59
  2411.95  2447.30  2486.83  2520.05  2569.24  2612.70  2659.25  2725.36  2773.50  2817.62
  2870.74  2908.24  2950.05  3030.95  3101.14  3159.85  3212.37  3257.31  3300.29  3339.32
  3380.47  3419.46  3461.41  3485.17  3515.87  3539.29  3558.91  3587.94  3615.75  3650.92
  3679.62  3706.31  3724.30  3741.08  3753.33  3748.07  3732.06  3710.32  3685.77  3663.85
  3641.87  3622.50  3599.92  3570.88  3546.09  3537.35  3533.13  3524.15  3512.52  3494.09
  3473.10  3454.73  3432.89  3408.15  3387.26  3366.95  3348.96  3330.92  3316.90  3306.00
  3296.35  3286.30  3277.18  3265.51  3261.67  3255.64  3250.44  3244.58  3239.46  3233.13
  3222.86  3213.94  3206.98  3199.77  3191.51  3185.00  3177.47  3175.94  3175.08  3171.28
  3158.08  3137.56  3116.52  3079.06  3042.16  3011.12  2984.26  2948.74  2913.26  2884.75
  2858.58  2831.98  2824.28  2810.79  2786.70  2762.69  2732.66  2709.37  2692.26  2671.20
  2654.98  2636.87  2615.12  2587.98  2567.48  2553.20  2540.84  2526.81  2507.93  2493.74
  2476.51  2464.54  2455.53  2443.81  2418.79  2393.73  2359.66  2324.08  2292.21  2251.22
  2196.93  2089.69  2021.64  2072.55  2081.39  1971.87  1782.85  1643.34  1395.18   929.62
   327.59  -280.99  -631.96  -664.75  -790.57  -601.20  -491.57  -622.99  -568.95  -342.88
  -530.56  -616.97  -671.80  -636.76  -613.91  -589.19  -541.85  -534.74  -515.90  -465.52
  -499.35  -482.15  -496.20  -473.44  -452.59  -428.13  -450.90  -479.60  -577.00  -601.15
  -581.56  -561.05  -489.48  -508.35  -507.73  -502.17  -536.41  -553.29  -643.60  -755.72
  -817.04  -803.19  -649.42  -568.22  -603.54  -647.22 -1053.73  -961.13 -1153.17 -1398.64
 -1772.86 -2102.20 -2470.21 -2664.44 -2696.57 -2872.67 -3134.93 -3156.90 -3266.42 -3396.75
 -3223.03 -2739.27 -3160.97 -2621.95 -1236.97  -409.59  -582.71  -343.47  -150.58   -69.80
   -31.68   257.62   -78.31   -72.00   148.18   593.35   815.73   925.56  1085.60  1250.81
  1218.05  1100.97  1222.32  1382.67  1558.14  1684.34  1771.23  1733.76  1931.65  2081.50
  2164.14  2055.49  2037.06  2171.21  2048.65  1984.05  1976.45  2051.34  2130.67  2215.74
  2243.40  2306.12  2330.58  2335.61  2325.40  2313.74  2171.93  2079.45  1985.10  1928.12
  1880.05  1820.58  1727.28  1656.32  1611.21  1562.21  1521.86  1449.08  1339.09  1272.84
  1253.76  1320.14  1780.44  1266.78  1071.52  1037.00   996.15   970.28   959.66   958.23
   961.66   972.17   981.97   995.40  1002.34  1029.25  1061.64  1073.29  1049.08   997.87
   970.63   976.04   942.25   901.00   923.92   954.56   964.00   960.90   984.92  1052.44
  1104.05  1130.35  1154.12  1197.41  1236.32  1258.14  1254.75  1243.29  1218.84  1185.92
  1135.17  1059.72   985.86   931.64   881.22   835.05   784.02   689.73   532.59   321.53
   228.20   204.03   216.54   248.80   342.52   424.12   497.26   589.67   673.33   737.04
   713.04   685.42   624.23   436.57   342.04   254.19   139.96    72.84    67.83    67.91
    66.61    65.39    64.20    62.82    61.78    60.43    57.88    54.03    52.03    53.68
    53.80    51.01  -445.75  -422.32  -437.61  -451.05  -451.35  -438.25  -420.49  -409.63
  -396.97  -381.82  -353.21  -329.41  -304.63  -276.98  -252.53  -243.70  -255.47  -272.28
  -286.28  -307.90  -316.39  -341.04  -388.01  -432.98  -470.83  -552.26  -608.64  -649.54
  -704.87  -738.78  -741.19  -751.72  -766.29  -764.31  -623.72  -526.11  -452.52  -376.83
  -340.68  -387.79  -387.02   397.97   461.47   655.55   757.57   834.78   916.78   954.41
   946.98   975.08  1052.85  1146.36  1216.63  1266.88  1314.13  1364.42  1424.56  1492.96
  1586.07  1710.80  1841.41  1952.74  2029.01  2105.25  2167.95  2229.29  2295.63  2336.15
  2372.64  2413.41  2443.24  2472.93  2505.12  2537.75  2564.22  2589.32  2622.78  2659.10
  2690.42  2713.60
  2831.10  2866.56  2896.84  2933.42  2964.88  3001.36  3034.29  3067.87  3103.99  3130.13
  3161.09  3184.41  3215.34  3247.20  3267.85  3291.33  3327.23  3344.00  3357.05  3379.67
  3397.43  3418.61  3440.15  3460.61  3477.62  3494.08  3509.90  3525.68  3538.51  3554.63
  3570.47  3585.56  3602.28  3614.08  3624.18  3631.27  3631.38  3623.63  3615.83  3607.66
  3601.48  3595.13  3590.05  3586.37  3584.47  3575.95  3575.81  3575.66  3573.95  3576.45
  3584.48  3597.46  3608.62  3619.10  3625.24  3629.56  3628.81  3621.33  3618.54  3617.33
  3612.47  3601.53  3590.02  3577.46  3557.78  3541.39  3522.88  3496.86  3474.18  3441.31
  3395.79  3371.48  3327.60  3272.72  3230.56  3194.31  3153.00  3072.04  3012.96  2965.90
  2917.46  2865.47  2806.07  2737.37  2667.13  2613.59  2546.55  2480.12  2399.50  2347.31
  2313.64  2257.56  2209.97  2183.51  2153.77  2140.24  2145.43  2159.32  2179.62  2212.05
  2252.46  2300.44  2342.56  2378.46  2443.10  2501.83  2571.51  2642.85  2738.03  2811.37
  2876.70  2925.05  2960.55  3002.13  3071.16  3127.99  3185.46  3227.92  3278.14  3317.18
  3360.62  3402.81  3439.37  3462.13  3495.39  3529.56  3547.45  3571.21  3602.29  3633.04
  3659.90  3689.50  3713.76  3729.15  3728.28  3714.57  3691.69  3673.05  3651.92  3629.12
  3607.21  3584.94  3567.15  3550.78  3533.26  3512.35  3491.33  3473.21  3456.00  3440.04
  3418.24  3402.99  3376.30  3353.37  3331.07  3312.69  3295.61  3278.04  3264.02  3255.71
  3248.72  3241.29  3235.86  3229.84  3224.91  3221.65  3220.05  3220.35  3224.65  3229.12
  3233.31  3236.15  3235.98  3234.87  3232.50  3226.46  3218.50  3213.09  3209.26  3195.00
  3185.99  3165.84  3135.10  3099.35  3060.71  3029.77  2999.84  2969.27  2935.95  2902.75
  2875.94  2857.53  2848.53  2832.94  2816.21  2785.50  2758.06  2740.70  2699.43  2669.81
  2654.31  2636.35  2615.35  2589.50  2568.15  2550.51  2532.64  2517.55  2504.41  2492.62
  2470.69  2459.54  2437.74  2411.78  2382.97  2347.21  2303.73  2261.43  2194.90  2125.57
  2067.06  1956.83  1860.91  1818.33  1770.36  1711.55  1453.28  1272.43  1178.16   876.39
